"POINT_ID"|"PTotal"|"Country"|"LONG"|"LAT"|"geom_X"|"geom_Y"
26821846|613.65|"Portugal"|-8.7020099996617|37.8765300003593|2682000.7003683|1845998.92710439
26821876|241.47|"Portugal"|-8.77636999967569|38.1395899995788|2681999.3111892|1876000.22117171
26841758|232.95|"Portugal"|-8.4667099999665|37.1082299997148|2683998.52639862|1758000.159233
26841764|92.88|"Portugal"|-8.48103000023428|37.1609700000655|2683998.85219677|1764000.75947674
26841826|1209.15|"Portugal"|-8.63084999972767|37.7054600002788|2683999.88336461|1825999.65988997
26841836|224.52|"Portugal"|-8.65532999997947|37.7932200004028|2684000.51108791|1836000.60204592
26841944|892.92|"Portugal"|-8.92555000023231|38.7396500002474|2684000.61853074|1944000.10969373
26842028|272.93|"Portugal"|-9.14329999999495|39.4741499998227|2683999.52533268|2027999.38028244
26881938|974.03|"Portugal"|-8.86556000009386|38.6960499996079|2687998.64845563|1938000.40014872
26881988|727.04|"Portugal"|-8.99377999994698|39.133560000094|2687999.88327744|1988000.56892445
26921850|414.1|"Portugal"|-8.60124999988756|37.9336199998631|2691999.97816609|1850000.62512343
26921874|314.9|"Portugal"|-8.66043000044414|38.1441300002993|2691999.90232189|1873999.92891674
26921896|619.89|"Portugal"|-8.715139999911|38.3370099998117|2691999.9107517|1896000.73308448
26941804|533.31|"Portugal"|-8.46724999968768|37.5341699999456|2693999.55868464|1804001.38552143
26941810|418.22|"Portugal"|-8.48173999970118|37.5868500002274|2693998.76627406|1809999.48354812
